,timestamp,date,messages,change,close,high,low,open,stock,volume
21,2014-12-04,2014-12-04 00:00:00,5892.0,-0.44000000000001194,115.49,117.2,115.29,115.77,aapl,42068020
22,2014-12-05,2014-12-05 00:00:00,6540.0,-0.4899999999999949,115,116.08,114.64,115.99,aapl,38230970
23,2014-12-06,2014-12-06 00:00:00,6871.0,-0.4899999999999949,115,116.08,114.64,115.99,aapl,38230970
24,2014-12-07,2014-12-07 00:00:00,6865.0,-0.4899999999999949,115,116.08,114.64,115.99,aapl,38230970
25,2014-12-08,2014-12-08 00:00:00,6653.0,-2.5999999999999943,112.4,114.648,111.62,114.1,aapl,57445030
26,2014-12-09,2014-12-09 00:00:00,6653.0,1.7199999999999989,114.12,114.3,109.35,110.19,aapl,60112240
27,2014-12-10,2014-12-10 00:00:00,6603.0,-2.1700000000000017,111.95,114.85,111.54,114.41,aapl,44475360
28,2014-12-11,2014-12-11 00:00:00,6777.0,-0.3299999999999983,111.62,113.8,111.34,112.26,aapl,41404690
29,2014-12-12,2014-12-12 00:00:00,7010.0,-1.8900000000000006,109.73,111.87,109.58,110.46,aapl,55873820
30,2014-12-13,2014-12-13 00:00:00,7164.0,-1.8900000000000006,109.73,111.87,109.58,110.46,aapl,55873820
31,2014-12-14,2014-12-14 00:00:00,7194.0,-1.8900000000000006,109.73,111.87,109.58,110.46,aapl,55873820
32,2014-12-15,2014-12-15 00:00:00,7494.0,-1.5050000000000097,108.225,111.6,106.35,110.7,aapl,67083260
33,2014-12-16,2014-12-16 00:00:00,7230.0,-1.4799999999999898,106.745,110.16,106.26,106.37,aapl,60651790
34,2014-12-17,2014-12-17 00:00:00,7197.0,2.664999999999992,109.41,109.84,106.82,107.12,aapl,53265930
35,2014-12-18,2014-12-18 00:00:00,7493.0,3.240000000000009,112.65,112.65,110.66,111.87,aapl,58785590
36,2014-12-19,2014-12-19 00:00:00,7437.0,-0.8700000000000045,111.78,113.24,111.66,112.26,aapl,86595830
37,2014-12-20,2014-12-20 00:00:00,6932.0,-0.8700000000000045,111.78,113.24,111.66,112.26,aapl,86595830
38,2014-12-21,2014-12-21 00:00:00,6898.0,-0.8700000000000045,111.78,113.24,111.66,112.26,aapl,86595830
39,2014-12-22,2014-12-22 00:00:00,6716.0,1.1599999999999966,112.94,113.49,111.97,112.16,aapl,45097060
40,2014-12-23,2014-12-23 00:00:00,5768.0,-0.3999999999999915,112.54,113.33,112.46,113.23,aapl,25991030
41,2014-12-24,2014-12-24 00:00:00,5154.0,-0.5300000000000011,112.01,112.71,112.01,112.58,aapl,14479610
42,2014-12-25,2014-12-25 00:00:00,3763.0,-0.5300000000000011,112.01,112.71,112.01,112.58,aapl,14479610
43,2014-12-26,2014-12-26 00:00:00,2893.0,1.9799999999999898,113.99,114.52,112.01,112.1,aapl,33681200
44,2014-12-27,2014-12-27 00:00:00,2945.0,1.9799999999999898,113.99,114.52,112.01,112.1,aapl,33681200
45,2014-12-28,2014-12-28 00:00:00,2987.0,1.9799999999999898,113.99,114.52,112.01,112.1,aapl,33681200
46,2014-12-29,2014-12-29 00:00:00,2980.0,-0.0799999999999983,113.91,114.77,113.7,113.79,aapl,27533430
47,2014-12-30,2014-12-30 00:00:00,3134.0,-1.3900000000000006,112.52,113.92,112.11,113.64,aapl,29798660
48,2014-12-31,2014-12-31 00:00:00,3697.0,-2.1400000000000006,110.38,113.13,110.21,112.82,aapl,41304780
49,2015-01-01,2015-01-01 00:00:00,4220.0,-2.1400000000000006,110.38,113.13,110.21,112.82,aapl,41304780
50,2015-01-02,2015-01-02 00:00:00,5102.0,-1.0499999999999972,109.33,111.44,107.35,111.39,aapl,53143770
51,2015-01-03,2015-01-03 00:00:00,5249.0,-1.0499999999999972,109.33,111.44,107.35,111.39,aapl,53143770
52,2015-01-04,2015-01-04 00:00:00,5305.0,-1.0499999999999972,109.33,111.44,107.35,111.39,aapl,53143770
53,2015-01-05,2015-01-05 00:00:00,6055.0,-3.0799999999999983,106.25,108.65,105.41,108.29,aapl,64210880
54,2015-01-06,2015-01-06 00:00:00,7803.0,0.010000000000005116,106.26,107.43,104.63,106.54,aapl,65682250
55,2015-01-07,2015-01-07 00:00:00,8613.0,1.4899999999999949,107.75,108.2,106.695,107.2,aapl,39983350
56,2015-01-08,2015-01-08 00:00:00,9680.0,4.140000000000001,111.89,112.15,108.7,109.23,aapl,59168760
57,2015-01-09,2015-01-09 00:00:00,10935.0,0.12000000000000455,112.01,113.25,110.21,112.67,aapl,53645730
58,2015-01-10,2015-01-10 00:00:00,10847.0,0.12000000000000455,112.01,113.25,110.21,112.67,aapl,53645730
59,2015-01-11,2015-01-11 00:00:00,10783.0,0.12000000000000455,112.01,113.25,110.21,112.67,aapl,53645730
60,2015-01-12,2015-01-12 00:00:00,10469.0,-2.6500000000000057,109.36,112.63,109.23,112.46,aapl,"30,181,936"
