,timestamp,date,messages,change,close,high,low,open,stock,volume
0,2014-11-13,2014-11-13 00:00:00,437.0,-1.92999999999995,545.38,549.8,543.48,549.8,goog,1334367
1,2014-11-14,2014-11-14 00:00:00,387.0,-0.9800000000000182,544.4,546.68,542.15,546.68,goog,1284981
2,2014-11-15,2014-11-15 00:00:00,393.0,-0.9800000000000182,544.4,546.68,542.15,546.68,goog,1284981
3,2014-11-16,2014-11-16 00:00:00,397.0,-0.9800000000000182,544.4,546.68,542.15,546.68,goog,1284981
4,2014-11-17,2014-11-17 00:00:00,405.0,-7.889999999999986,536.51,543.79,534.061,543.58,goog,1720123
5,2014-11-18,2014-11-18 00:00:00,415.0,-1.4800000000000182,535.03,541.94,534.17,537.5,goog,1954931
6,2014-11-19,2014-11-19 00:00:00,436.0,1.9600000000000364,536.99,538.24,530.08,535,goog,1382955
7,2014-11-20,2014-11-20 00:00:00,433.0,-2.159999999999968,534.83,535.11,531.08,531.25,goog,1557095
8,2014-11-21,2014-11-21 00:00:00,426.0,2.669999999999959,537.5,542.14,536.56,541.61,goog,2217252
9,2014-11-22,2014-11-22 00:00:00,420.0,2.669999999999959,537.5,542.14,536.56,541.61,goog,2217252
10,2014-11-23,2014-11-23 00:00:00,408.0,2.669999999999959,537.5,542.14,536.56,541.61,goog,2217252
11,2014-11-24,2014-11-24 00:00:00,401.0,1.7699999999999818,539.27,542.7,535.62,537.65,goog,1699629
12,2014-11-25,2014-11-25 00:00:00,383.0,1.8100000000000591,541.08,543.98,538.602,539,goog,1782596
13,2014-11-26,2014-11-26 00:00:00,389.0,-0.7100000000000364,540.37,541.55,537.042,540.88,goog,1518835
14,2014-11-27,2014-11-27 00:00:00,345.0,-0.7100000000000364,540.37,541.55,537.042,540.88,goog,1518835
15,2014-11-28,2014-11-28 00:00:00,333.0,1.4600000000000364,541.83,542,536.6,540.62,goog,1145231
16,2014-11-29,2014-11-29 00:00:00,297.0,1.4600000000000364,541.83,542,536.6,540.62,goog,1145231
17,2014-11-30,2014-11-30 00:00:00,296.0,1.4600000000000364,541.83,542,536.6,540.62,goog,1145231
18,2014-12-01,2014-12-01 00:00:00,312.0,-8.030000000000086,533.8,541.41,531.86,538.9,goog,2106865
19,2014-12-02,2014-12-02 00:00:00,320.0,-0.049999999999954525,533.75,535.5,529.8,533.51,goog,1521775
20,2014-12-03,2014-12-03 00:00:00,329.0,-2.42999999999995,531.32,535.996,529.26,531.44,goog,1278091
21,2014-12-04,2014-12-04 00:00:00,358.0,5.989999999999895,537.31,537.34,528.59,531.16,goog,1389395
22,2014-12-05,2014-12-05 00:00:00,404.0,-12.049999999999955,525.26,532.89,524.28,531,goog,2555642
23,2014-12-06,2014-12-06 00:00:00,454.0,-12.049999999999955,525.26,532.89,524.28,531,goog,2555642
24,2014-12-07,2014-12-07 00:00:00,470.0,-12.049999999999955,525.26,532.89,524.28,531,goog,2555642
25,2014-12-08,2014-12-08 00:00:00,485.0,1.7200000000000273,526.98,531,523.79,527.13,goog,2324883
26,2014-12-09,2014-12-09 00:00:00,500.0,6.389999999999986,533.37,534.19,520.5,522.14,goog,1866851
27,2014-12-10,2014-12-10 00:00:00,484.0,-7.310000000000059,526.06,536.33,525.56,533.08,goog,1716284
28,2014-12-11,2014-12-11 00:00:00,468.0,2.2800000000000864,528.34,533.92,527.1,527.8,goog,1606381
29,2014-12-12,2014-12-12 00:00:00,439.0,-9.680000000000064,518.66,528.5,518.66,523.51,goog,1982666
30,2014-12-13,2014-12-13 00:00:00,411.0,-9.680000000000064,518.66,528.5,518.66,523.51,goog,1982666
31,2014-12-14,2014-12-14 00:00:00,400.0,-9.680000000000064,518.66,528.5,518.66,523.51,goog,1982666
32,2014-12-15,2014-12-15 00:00:00,378.0,-4.860000000000014,513.8,523.1,513.27,522.74,goog,2806300
33,2014-12-16,2014-12-16 00:00:00,385.0,-18.409999999999968,495.39,513.05,489,511.56,goog,3946450
34,2014-12-17,2014-12-17 00:00:00,460.0,9.5,504.89,507,496.81,497,goog,2873600
35,2014-12-18,2014-12-18 00:00:00,497.0,6.210000000000036,511.1,513.87,504.7,512.95,goog,2910920
36,2014-12-19,2014-12-19 00:00:00,493.0,5.25,516.35,517.72,506.9106,511.51,goog,3611980
37,2014-12-20,2014-12-20 00:00:00,477.0,5.25,516.35,517.72,506.9106,511.51,goog,3611980
38,2014-12-21,2014-12-21 00:00:00,482.0,5.25,516.35,517.72,506.9106,511.51,goog,3611980
39,2014-12-22,2014-12-22 00:00:00,493.0,8.519999999999982,524.87,526.46,516.08,516.08,goog,2722210
40,2014-12-23,2014-12-23 00:00:00,499.0,5.720000000000027,530.59,534.56,526.29,527,goog,2190993
41,2014-12-24,2014-12-24 00:00:00,436.0,-1.82000000000005,528.77,531.759,527.02,530.51,goog,704035
42,2014-12-25,2014-12-25 00:00:00,377.0,-1.82000000000005,528.77,531.759,527.02,530.51,goog,704035
43,2014-12-26,2014-12-26 00:00:00,350.0,5.259999999999991,534.03,534.25,527.31,528.77,goog,1037486
44,2014-12-27,2014-12-27 00:00:00,352.0,5.259999999999991,534.03,534.25,527.31,528.77,goog,1037486
45,2014-12-28,2014-12-28 00:00:00,339.0,5.259999999999991,534.03,534.25,527.31,528.77,goog,1037486
46,2014-12-29,2014-12-29 00:00:00,354.0,-3.699999999999932,530.33,535.48,530.011,532.19,goog,2275392
47,2014-12-30,2014-12-30 00:00:00,322.0,0.08999999999991815,530.42,531.15,527.13,528.09,goog,873644
48,2014-12-31,2014-12-31 00:00:00,267.0,-4.019999999999982,526.4,532.6,525.8,531.25,goog,1367110
49,2015-01-01,2015-01-01 00:00:00,258.0,-4.019999999999982,526.4,532.6,525.8,531.25,goog,1367110
50,2015-01-02,2015-01-02 00:00:00,255.0,-1.5900000000000318,524.81,531.27,524.1,529.01,goog,1444809
51,2015-01-03,2015-01-03 00:00:00,254.0,-1.5900000000000318,524.81,531.27,524.1,529.01,goog,1444809
52,2015-01-04,2015-01-04 00:00:00,263.0,-1.5900000000000318,524.81,531.27,524.1,529.01,goog,1444809
53,2015-01-05,2015-01-05 00:00:00,249.0,-10.93999999999994,513.87,524.33,513.06,523.26,goog,2049303
54,2015-01-06,2015-01-06 00:00:00,275.0,-11.910000000000025,501.96,516.175,501.05,515,goog,2884479
55,2015-01-07,2015-01-07 00:00:00,322.0,-0.8599999999999568,501.1,507.244,499.65,507,goog,2053750
56,2015-01-08,2015-01-08 00:00:00,439.0,1.579999999999984,502.68,503.48,491,497.99,goog,3341935
57,2015-01-09,2015-01-09 00:00:00,514.0,-6.509999999999991,496.17,504.92,494.79,504.76,goog,2063743
58,2015-01-10,2015-01-10 00:00:00,537.0,-6.509999999999991,496.17,504.92,494.79,504.76,goog,2063743
59,2015-01-11,2015-01-11 00:00:00,541.0,-6.509999999999991,496.17,504.92,494.79,504.76,goog,2063743
60,2015-01-12,2015-01-12 00:00:00,566.0,-4.75,491.42,495.976,487.56,494.94,goog,"1,849,216"
